Gene,KEGG
Os06g0647100 ,Ribosome
Os02g0813500 ,Glutathione metabolism
Os05g0323900 ,Peroxisome
Os08g0532200 ,"Porphyrin and chlorophyll metabolism, Metabolic pathways, Biosynthesis of secondary metabolites"
Os05g0402700 ,"Glycolysis / Gluconeogenesis, Pentose phosphate pathway, Fructose and mannose metabolism, Carbon fixation in photosynthetic organisms, Metabolic pathways, Biosynthesis of secondary metabolites, Carbon metabolism, Biosynthesis of amino acids"
Os07g0603200 ,Ribosome biogenesis in eukaryotes
Os11g0218100 ,"Purine metabolism, Pyrimidine metabolism, Metabolic pathways, RNA polymerase"
Os08g0130400 ,"Ubiquinone and other terpenoid-quinone biosynthesis, Metabolic pathways, Biosynthesis of secondary metabolites"
Os05g0393700 ,"Starch and sucrose metabolism, Metabolic pathways, Biosynthesis of secondary metabolites"
Os03g0341100 ,Ribosome
Os02g0168100 ,"Ubiquinone and other terpenoid-quinone biosynthesis, Tyrosine metabolism, Phenylalanine metabolism, Metabolic pathways"
Os10g0523700 ,"Phenylalanine, tyrosine and tryptophan biosynthesis, Metabolic pathways, Biosynthesis of secondary metabolites, Biosynthesis of amino acids"
Os01g0859500 ,Plant hormone signal transduction
Os01g0789100 ,"Glycerophospholipid metabolism, Metabolic pathways"
Os04g0682000 ,Autophagy - other
Os08g0517900 ,Ribosome
Os05g0526900 ,"Flavonoid biosynthesis, Biosynthesis of secondary metabolites"
Os06g0168600 ,"Purine metabolism, Pyrimidine metabolism, Glutathione metabolism, Metabolic pathways"
Os05g0543300 ,mRNA surveillance pathway
Os04g0630300 ,"Flavonoid biosynthesis, Biosynthesis of secondary metabolites"
Os04g0465100 ,"Phenylpropanoid biosynthesis, Metabolic pathways, Biosynthesis of secondary metabolites"
Os03g0264400 ,"Phenylalanine, tyrosine and tryptophan biosynthesis, Metabolic pathways, Biosynthesis of secondary metabolites, Biosynthesis of amino acids"
Os07g0674700 ,Ribosome
Os01g0178400 ,mRNA surveillance pathway
Os02g0273000 ,"Pyrimidine metabolism, Metabolic pathways"
Os07g0658700 ,"Inositol phosphate metabolism, Metabolic pathways, Phosphatidylinositol signaling system, Endocytosis"
Os03g0178000 ,RNA transport
Os02g0589700 ,Glycerophospholipid metabolism
Os05g0194900 ,"Glycolysis / Gluconeogenesis, Pentose phosphate pathway, Fructose and mannose metabolism, Galactose metabolism, Metabolic pathways, Biosynthesis of secondary metabolites, Carbon metabolism, Biosynthesis of amino acids, RNA degradation"
Os12g0183300 ,"Inositol phosphate metabolism, Sulfur metabolism, Metabolic pathways, Phosphatidylinositol signaling system"
Os08g0116500 ,Ribosome
Os05g0125500 ,"Valine, leucine and isoleucine degradation, Metabolic pathways"
Os05g0474600 ,"Glycolysis / Gluconeogenesis, Pentose and glucuronate interconversions, Glycerolipid metabolism, Metabolic pathways, Biosynthesis of secondary metabolites"
Os09g0280500 ,Plant hormone signal transduction
Os02g0738900 ,Endocytosis
Os10g0542200 ,Protein processing in endoplasmic reticulum
Os05g0178900 ,Spliceosome
Os02g0221300 ,RNA transport
Os10g0411700 ,Ribosome
Os05g0491000 ,"MAPK signaling pathway - plant, Phosphatidylinositol signaling system, Plant-pathogen interaction"
Os10g0369000 ,"Porphyrin and chlorophyll metabolism, Aminoacyl-tRNA biosynthesis, Metabolic pathways, Biosynthesis of secondary metabolites"
Os09g0326900 ,RNA transport
Os01g0747500 ,"Pyrimidine metabolism, Metabolic pathways"
Os02g0817700 ,"Fatty acid degradation, Valine, leucine and isoleucine degradation, alpha-Linolenic acid metabolism, Biosynthesis of unsaturated fatty acids, Metabolic pathways, Biosynthesis of secondary metabolites, Fatty acid metabolism, Peroxisome"
Os03g0213100 ,"Protein export, Protein processing in endoplasmic reticulum, Phagosome"
Os02g0205300 ,Proteasome
Os08g0500700 ,"Protein processing in endoplasmic reticulum, Plant-pathogen interaction"
Os02g0703600 ,Carotenoid biosynthesis
Os08g0388900 ,"Ubiquinone and other terpenoid-quinone biosynthesis, Metabolic pathways, Biosynthesis of secondary metabolites"
Os07g0529000 ,"Glyoxylate and dicarboxylate metabolism, Metabolic pathways, Biosynthesis of secondary metabolites, Carbon metabolism"
Os11g0700900 ,"Amino sugar and nucleotide sugar metabolism, Metabolic pathways"
Os04g0669800 ,"Cysteine and methionine metabolism, Metabolic pathways"
Os01g0547000 ,Plant-pathogen interaction
Os05g0160000 ,"Glycolysis / Gluconeogenesis, Citrate cycle (TCA cycle), Glycine, serine and threonine metabolism, Valine, leucine and isoleucine degradation, Pyruvate metabolism, Glyoxylate and dicarboxylate metabolism, Propanoate metabolism, Metabolic pathways, Biosynthesis of secondary metabolites, Carbon metabolism"
Os12g0596900 ,"Glycosylphosphatidylinositol (GPI)-anchor biosynthesis, Metabolic pathways"
Os04g0502300 ,Ribosome
Os02g0650900 ,"Arginine biosynthesis, Alanine, aspartate and glutamate metabolism, Nitrogen metabolism, Metabolic pathways, Carbon metabolism"
Os07g0677200 ,"Phenylpropanoid biosynthesis, Metabolic pathways, Biosynthesis of secondary metabolites"
Os01g0511300 ,Proteasome
Os01g0860400 ,"Amino sugar and nucleotide sugar metabolism, Metabolic pathways"
Os02g0704000 ,"Carotenoid biosynthesis, Metabolic pathways, Biosynthesis of secondary metabolites"
Os07g0546700 ,Ribosome
Os02g0634900 ,Proteasome
Os11g0125900 ,"Purine metabolism, Pyrimidine metabolism"
Os10g0528300 ,Glutathione metabolism
Os06g0301000 ,"Ubiquitin mediated proteolysis, Protein processing in endoplasmic reticulum"
Os10g0430200 ,"Phenylpropanoid biosynthesis, Metabolic pathways, Biosynthesis of secondary metabolites"
Os02g0302200 ,"Ubiquinone and other terpenoid-quinone biosynthesis, Cysteine and methionine metabolism, Tyrosine metabolism, Phenylalanine metabolism, Phenylalanine, tyrosine and tryptophan biosynthesis, Isoquinoline alkaloid biosynthesis, Tropane, piperidine and pyridine alkaloid biosynthesis, Metabolic pathways, Biosynthesis of secondary metabolites, Biosynthesis of amino acids"
Os12g0150100 ,Ribosome
Os03g0268600 ,"MAPK signaling pathway - plant, Plant hormone signal transduction"
Os02g0520800 ,"Oxidative phosphorylation, Metabolic pathways"
Os01g0976600 ,"Ubiquinone and other terpenoid-quinone biosynthesis, Metabolic pathways, Biosynthesis of secondary metabolites"
Os08g0416400 ,Spliceosome
Os10g0467600 ,RNA transport
Os04g0417600 ,MAPK signaling pathway - plant
Os10g0389200 ,"Porphyrin and chlorophyll metabolism, Biosynthesis of secondary metabolites"
Os03g0269000 ,"Tropane, piperidine and pyridine alkaloid biosynthesis, Metabolic pathways, Biosynthesis of secondary metabolites"
Os07g0679300 ,"Galactose metabolism, Glycerolipid metabolism, Sphingolipid metabolism, Glycosphingolipid biosynthesis - globo and isoglobo series, Metabolic pathways"
Os04g0688300 ,"Phenylpropanoid biosynthesis, Metabolic pathways, Biosynthesis of secondary metabolites"
Os08g0486200 ,Spliceosome
Os08g0520900 ,"Starch and sucrose metabolism, Metabolic pathways, Biosynthesis of secondary metabolites"
Os11g0703400 ,Endocytosis
Os10g0432300 ,Basal transcription factors
Os05g0513900 ,Arginine and proline metabolism
Os08g0241600 ,"Glycolysis / Gluconeogenesis, Metabolic pathways, Biosynthesis of secondary metabolites"
Os03g0427900 ,"Ubiquitin mediated proteolysis, Protein processing in endoplasmic reticulum"
Os04g0653000 ,Plant hormone signal transduction
Os03g0645200 ,RNA transport
Os08g0487900 ,Fatty acid elongation
Os01g0531500 ,"Metabolic pathways, Biosynthesis of secondary metabolites"
Os10g0564500 ,"MAPK signaling pathway - plant, Plant hormone signal transduction"
Os08g0320400 ,"Phenylalanine, tyrosine and tryptophan biosynthesis, Metabolic pathways, Biosynthesis of secondary metabolites, Biosynthesis of amino acids"
Os04g0637000 ,Plant hormone signal transduction
Os09g0513100 ,"Glycerophospholipid metabolism, alpha-Linolenic acid metabolism, Metabolic pathways, Biosynthesis of secondary metabolites"
Os08g0505300 ,Ribosome
Os10g0486100 ,"Cutin, suberine and wax biosynthesis"
Os02g0708200 ,"Pyrimidine metabolism, Metabolic pathways"
Os03g0330200 ,"Glycolysis / Gluconeogenesis, Glycine, serine and threonine metabolism, Metabolic pathways, Biosynthesis of secondary metabolites, Carbon metabolism, Biosynthesis of amino acids"
Os11g0425800 ,Ribosome
Os06g0305200 ,RNA transport
Os03g0219400 ,"Other glycan degradation, Amino sugar and nucleotide sugar metabolism, Glycosaminoglycan degradation, Glycosphingolipid biosynthesis - globo and isoglobo series, Glycosphingolipid biosynthesis - ganglio series, Metabolic pathways"
Os04g0671100 ,"Purine metabolism, Thiamine metabolism, Metabolic pathways, Biosynthesis of secondary metabolites"
Os02g0820700 ,SNARE interactions in vesicular transport
Os01g0200500 ,RNA transport
Os03g0717700 ,Plant hormone signal transduction
Os05g0149900 ,Ubiquitin mediated proteolysis
Os02g0603800 ,"Terpenoid backbone biosynthesis, Metabolic pathways, Biosynthesis of secondary metabolites"
Os01g0270300 ,"Phenylpropanoid biosynthesis, Metabolic pathways, Biosynthesis of secondary metabolites"
Os09g0515200 ,Proteasome
Os10g0530900 ,Glutathione metabolism
Os01g0131800 ,Protein export
Os02g0805100 ,Plant hormone signal transduction
Os05g0499400 ,"Phenylpropanoid biosynthesis, Metabolic pathways, Biosynthesis of secondary metabolites"
Os06g0603000 ,"Porphyrin and chlorophyll metabolism, Metabolic pathways, Biosynthesis of secondary metabolites"
Os09g0367700 ,Glutathione metabolism
Os11g0707600 ,"Steroid biosynthesis, Metabolic pathways, Biosynthesis of secondary metabolites"
Os02g0123600 ,"Inositol phosphate metabolism, Glycerophospholipid metabolism, Metabolic pathways, Phosphatidylinositol signaling system"
Os05g0586200 ,Plant hormone signal transduction
Os12g0514500 ,"Protein processing in endoplasmic reticulum, Plant-pathogen interaction"
Os02g0657600 ,"Arginine biosynthesis, Metabolic pathways, Biosynthesis of secondary metabolites, 2-Oxocarboxylic acid metabolism, Biosynthesis of amino acids"
Os12g0601300 ,Plant hormone signal transduction
Os03g0587000 ,"Ascorbate and aldarate metabolism, Inositol phosphate metabolism, Metabolic pathways, Biosynthesis of secondary metabolites, Phosphatidylinositol signaling system"
Os03g0719800 ,Circadian rhythm - plant
Os06g0727200 ,"Tryptophan metabolism, Glyoxylate and dicarboxylate metabolism, Biosynthesis of secondary metabolites, Carbon metabolism, MAPK signaling pathway - plant, Peroxisome"
Os02g0605900 ,"Amino sugar and nucleotide sugar metabolism, Metabolic pathways"
Os12g0638700 ,Oxidative phosphorylation
Os03g0412800 ,"Pentose phosphate pathway, Glutathione metabolism, Metabolic pathways, Biosynthesis of secondary metabolites, Carbon metabolism"
Os02g0622300 ,Ribosome
Os08g0472800 ,Carotenoid biosynthesis
Os07g0168000 ,"Purine metabolism, Pyrimidine metabolism, RNA degradation"
Os05g0272900 ,Protein processing in endoplasmic reticulum
Os06g0622800 ,Endocytosis
Os01g0964000 ,SNARE interactions in vesicular transport
Os11g0525200 ,"Steroid biosynthesis, Metabolic pathways, Biosynthesis of secondary metabolites"
Os10g0517400 ,"Vitamin B6 metabolism, Metabolic pathways"
Os01g0221100 ,Plant hormone signal transduction
Os02g0710800 ,Homologous recombination
Os01g0118300 ,"Glycerophospholipid metabolism, Metabolic pathways, Biosynthesis of secondary metabolites"
Os07g0413700 ,Base excision repair
Os06g0142600 ,Circadian rhythm - plant
Os12g0123200 ,Glutathione metabolism
Os02g0780600 ,mRNA surveillance pathway
Os01g0772800 ,Protein export
Os02g0677800 ,Ribosome
Os01g0703400 ,"Terpenoid backbone biosynthesis, Metabolic pathways, Biosynthesis of secondary metabolites"
Os08g0561700 ,Peroxisome
Os04g0624000 ,Autophagy - other
Os01g0633000 ,Ribosome
Os08g0327100 ,Amino sugar and nucleotide sugar metabolism
Os10g0124000 ,"Ribosome biogenesis in eukaryotes, Spliceosome"
Os01g0949700 ,Glutathione metabolism
Os01g0851600 ,"Brassinosteroid biosynthesis, Metabolic pathways, Biosynthesis of secondary metabolites"
Os06g0143000 ,Peroxisome
Os01g0966100 ,"ABC transporters, Peroxisome"
Os08g0562100 ,"Pyruvate metabolism, Carbon fixation in photosynthetic organisms, Metabolic pathways, Carbon metabolism"
Os01g0100700 ,Ribosome
Os09g0467100 ,"Purine metabolism, Metabolic pathways, Biosynthesis of secondary metabolites"
Os06g0160700 ,"Starch and sucrose metabolism, Metabolic pathways, Biosynthesis of secondary metabolites"
Os03g0617900 ,"Arginine biosynthesis, Metabolic pathways, Biosynthesis of secondary metabolites, 2-Oxocarboxylic acid metabolism, Biosynthesis of amino acids"
Os03g0189400 ,"Glycolysis / Gluconeogenesis, Fatty acid degradation, Tyrosine metabolism, Metabolic pathways, Biosynthesis of secondary metabolites, Carbon metabolism"
Os05g0555100 ,mRNA surveillance pathway
Os12g0194700 ,"Purine metabolism, Pyrimidine metabolism, Metabolic pathways, RNA polymerase"
Os12g0623600 ,"Taurine and hypotaurine metabolism, Metabolic pathways"
Os11g0615800 ,Homologous recombination
Os02g0766700 ,Plant hormone signal transduction
Os05g0137300 ,"Glycerolipid metabolism, Metabolic pathways"
Os01g0294700 ,"Phenylpropanoid biosynthesis, Metabolic pathways, Biosynthesis of secondary metabolites"
Os10g0492900 ,"Galactose metabolism, Glycerolipid metabolism, Sphingolipid metabolism, Glycosphingolipid biosynthesis - globo and isoglobo series, Metabolic pathways"
Os06g0713800 ,"Starch and sucrose metabolism, Metabolic pathways"
Os04g0565400 ,Zeatin biosynthesis
Os12g0624000 ,"Cysteine and methionine metabolism, Selenocompound metabolism, Metabolic pathways, Biosynthesis of secondary metabolites, Biosynthesis of amino acids"
Os09g0556000 ,Protein export
Os03g0278300 ,"RNA transport, mRNA surveillance pathway, Spliceosome"
Os01g0172600 ,"Phenylpropanoid biosynthesis, Metabolic pathways, Biosynthesis of secondary metabolites"
Os05g0102000 ,"alpha-Linolenic acid metabolism, Biosynthesis of secondary metabolites"
Os03g0792600 ,"DNA replication, Nucleotide excision repair, Mismatch repair"
Os04g0661900 ,Proteasome
Os05g0304600 ,"Linoleic acid metabolism, alpha-Linolenic acid metabolism, Metabolic pathways, Biosynthesis of secondary metabolites"
Os05g0558900 ,Aminoacyl-tRNA biosynthesis
Os02g0497500 ,"Homologous recombination, Non-homologous end-joining"
Os11g0153700 ,Protein export
Os06g0111500 ,"Pentose phosphate pathway, Glutathione metabolism, Metabolic pathways, Biosynthesis of secondary metabolites, Carbon metabolism"
Os03g0296400 ,"RNA transport, Protein processing in endoplasmic reticulum"
Os05g0120100 ,Spliceosome
Os04g0165700 ,"Cysteine and methionine metabolism, Cyanoamino acid metabolism, Sulfur metabolism, Metabolic pathways, Biosynthesis of secondary metabolites, Carbon metabolism, Biosynthesis of amino acids"
Os02g0182500 ,Proteasome
Os03g0157900 ,"Glycine, serine and threonine metabolism, Vitamin B6 metabolism, Metabolic pathways, Carbon metabolism, Biosynthesis of amino acids"
Os03g0794700 ,Ribosome
Os01g0191100 ,Ribosome
Os09g0400300 ,"Phenylpropanoid biosynthesis, Metabolic pathways, Biosynthesis of secondary metabolites"
Os04g0680400 ,"Purine metabolism, Metabolic pathways"
Os02g0787300 ,"MAPK signaling pathway - plant, Plant hormone signal transduction, Plant-pathogen interaction"
Os03g0245100 ,"Monobactam biosynthesis, Lysine biosynthesis, Metabolic pathways, Biosynthesis of secondary metabolites, Biosynthesis of amino acids"
Os01g0743800 ,Plant hormone signal transduction
Os06g0611900 ,"Glycine, serine and threonine metabolism, Glyoxylate and dicarboxylate metabolism, Metabolic pathways, Biosynthesis of secondary metabolites, Carbon metabolism"
Os02g0550700 ,RNA degradation
Os01g0377700 ,Protein processing in endoplasmic reticulum
Os04g0463500 ,"Phenylalanine, tyrosine and tryptophan biosynthesis, Metabolic pathways, Biosynthesis of secondary metabolites, Biosynthesis of amino acids"
Os07g0191200 ,Oxidative phosphorylation
Os01g0299300 ,"Glycerolipid metabolism, Glycerophospholipid metabolism, Metabolic pathways, Biosynthesis of secondary metabolites"
Os03g0657000 ,Basal transcription factors
Os01g0263600 ,Spliceosome
Os02g0551100 ,"MAPK signaling pathway - plant, Plant hormone signal transduction"
Os01g0378100 ,"Phenylpropanoid biosynthesis, Metabolic pathways, Biosynthesis of secondary metabolites"
Os05g0176000 ,Ribosome biogenesis in eukaryotes
Os07g0176900 ,"Pentose phosphate pathway, Carbon fixation in photosynthetic organisms, Metabolic pathways, Biosynthesis of secondary metabolites, Carbon metabolism, Biosynthesis of amino acids"
Os01g0840700 ,Ribosome
Os05g0211100 ,"Steroid biosynthesis, Metabolic pathways, Biosynthesis of secondary metabolites"
Os08g0518800 ,"Amino sugar and nucleotide sugar metabolism, Metabolic pathways"
Os09g0456200 ,Plant hormone signal transduction
Os03g0125100 ,"Carotenoid biosynthesis, Metabolic pathways, Biosynthesis of secondary metabolites"
Os02g0466400 ,"Inositol phosphate metabolism, Metabolic pathways, Phosphatidylinositol signaling system"
Os09g0325700 ,"MAPK signaling pathway - plant, Plant hormone signal transduction"
Os03g0824300 ,Ribosome biogenesis in eukaryotes
Os07g0622200 ,"Phenylalanine, tyrosine and tryptophan biosynthesis, Metabolic pathways, Biosynthesis of secondary metabolites, Biosynthesis of amino acids"
Os02g0553200 ,"Ascorbate and aldarate metabolism, Glutathione metabolism"
Os07g0141600 ,Spliceosome
Os06g0133800 ,"Pentose phosphate pathway, Carbon fixation in photosynthetic organisms, Metabolic pathways, Biosynthesis of secondary metabolites, Carbon metabolism, Biosynthesis of amino acids"
Os07g0490700 ,Endocytosis
Os03g0142800 ,ABC transporters
Os03g0265300 ,Peroxisome
